student_id,gender,field,internships,tech_skills,soft_skills,comm_skills,work_exp,salary
STU067615,-1,1,2,10,10,8.5,21,14.17
STU067616,-1,1,3,5.7,4.1,5.6,0,10.97
STU067618,1,1,1,5.7,7.6,7.2,0,10.55
STU067619,-1,1,1,5.6,8.2,8.4,0,13.14
STU067621,-1,1,1,6.7,7.9,6.3,13,8.4
STU067622,1,1,2,4.2,4.6,4.4,0,12.05
STU067628,-1,1,2,8.9,8.8,8.8,34,13.04
STU067630,1,1,2,4.8,6.7,5.9,19,11.26
STU067631,-1,1,4,5.6,8.4,9.1,0,11.85
STU067632,1,1,0,5.5,8.4,9.4,13,15.59
STU067633,-1,1,1,4.1,3.9,3.5,17,12.9
STU067634,1,1,2,4.6,6.1,7.9,27,12.48
STU067635,-1,1,2,5.4,5.2,2.4,6,8.7
STU067642,-1,1,0,8.1,8.2,7.9,0,12.26
STU067644,1,1,0,3.9,5.8,6.1,0,8.7
STU067645,1,1,2,4.7,5.5,5.2,0,10.59
STU067648,-1,1,4,3,2.1,1.6,6,9.97
STU067649,1,1,2,5.7,6,4.2,14,12.96
STU067652,-1,1,2,6,8.2,7.2,28,12.06
STU067654,1,1,3,8,7.3,8.2,0,9.73
STU067655,-1,1,2,5.6,4.4,4.9,8,12.68
STU067656,-1,1,2,5.2,6.6,6.1,0,12.81
STU067657,1,1,1,8.7,8,6.9,15,12.71
STU067658,-1,1,3,4.4,3.3,3.3,8,14.3
STU067659,-1,1,2,6,5.8,5.9,12,17.63
STU067660,-1,1,2,9.5,7.2,7.7,0,11.26
STU067663,1,1,0,10,9.2,9.1,30,10.28
STU067665,1,1,0,6.6,7.7,6.6,33,12.15
STU067673,1,1,1,5.5,5.7,4.9,26,15.39
STU067676,-1,1,0,7.8,9.1,8.2,0,10.66
STU067682,1,1,0,7.1,8.4,9.4,33,17.56
STU067683,1,1,2,3.9,5.1,3,14,11.4
STU067685,-1,1,2,8,7.2,8,19,13.08
STU067686,1,1,2,7.2,7.9,6,0,9.31
STU067691,-1,1,4,5,5,3.7,6,11.98
STU067699,-1,1,3,6,6,5.7,0,12.04
STU067700,-1,1,3,7.5,6.7,6.1,0,12.9
STU067702,1,1,5,4,3.1,3.1,0,11.2
STU067705,1,1,1,8,7.3,7.4,3,8.8
STU067706,-1,1,4,6,8.7,9.5,19,14.84
STU067709,-1,1,1,8.2,10,10,0,11.99
STU067711,1,1,1,6.1,6.9,7.4,0,9.17
STU067712,-1,1,2,5.4,5.7,3.5,0,9.75
STU067713,1,1,3,7.5,5.9,5.2,0,9.97
STU067720,-1,1,0,3.5,7.7,8.7,7,8.69
STU067721,-1,1,5,6,4,3.8,0,18.05
STU067722,1,1,1,4.3,4.1,3.4,0,9.54
STU067723,1,1,1,7.3,9.5,9.5,6,8.57
STU067724,-1,1,2,8.3,9.9,9.5,8,10.68
STU067725,-1,1,2,6.4,7,5.8,0,10.06
STU067727,-1,1,2,10,10,9.7,17,10.94
STU067728,-1,1,3,7,5.7,6.8,0,10.87
STU067729,-1,1,4,7.2,8.4,9.2,0,14.44
STU067732,1,1,3,5.8,4.6,2.9,23,16.01
STU067734,1,1,0,6.3,5.6,6.1,5,10.68
STU067737,1,1,1,6.4,8.2,7.8,19,12.43
STU067739,1,1,0,9.3,9.1,8.2,0,12.94
STU067745,1,1,1,8.9,9.6,10,26,11.92
STU067746,-1,1,0,4,5.3,4.9,0,9.98
STU067747,-1,1,1,4.9,5.3,4.9,0,9.64
STU067748,-1,1,1,7.9,9.7,10,0,9.82
STU067750,1,1,0,9.6,10,8.5,32,13.69
STU067751,-1,1,2,4.7,4.4,2.9,1,10
STU067754,-1,1,0,5.3,3.1,4.8,16,9.5
STU067757,1,1,3,5.8,5.7,5.5,35,16.37
STU067761,-1,1,1,8.3,8.9,8.8,0,6.77
STU067762,1,1,1,3.8,3.4,3.1,0,10.36
STU067766,1,1,1,6.1,8.1,8,0,11.07
STU067769,-1,1,5,5,6.1,5.8,36,15.85
STU067770,-1,1,2,7.6,9.8,9.5,32,18.07
STU067772,-1,1,0,7.3,5.9,5.8,0,15.08
STU067773,1,1,3,9.6,8.8,8.2,35,17.62
STU067775,-1,1,1,6,3,3.3,0,11.2
STU067777,1,1,1,4.4,4.7,4.9,0,9.47
STU067779,1,1,2,6.6,7.6,8.1,0,10.58
STU067785,1,1,5,5.9,6.1,5.5,0,14.8
STU067791,-1,1,1,6.1,7.3,8.5,0,11.6
STU067796,-1,1,3,6.8,4.4,5.6,9,10.27
STU067799,-1,1,2,10,10,10,0,8.02
STU067804,1,1,1,9.2,9,7.9,0,8.6
STU067810,-1,1,0,5.8,5.6,4.9,11,11.02
STU067815,1,1,1,5.4,7.6,7.8,33,14.77
STU067816,-1,1,3,3.4,3.4,2.8,11,11.52
STU067817,1,1,3,3.8,4.6,5.4,5,8.56
STU067821,-1,1,4,10,10,10,29,11.7
STU067822,1,1,2,5.7,7.7,10,0,10.55
STU067823,-1,1,0,2.1,1.8,1.1,36,10.82
STU067826,1,1,1,6.1,7.9,10,0,9.83
STU067827,0,1,1,6.6,7.7,9.1,21,15.69
STU067828,-1,1,3,5.9,6.4,6.7,0,13.57
STU067831,-1,1,2,3.7,6.2,6.5,36,13.69
STU067836,-1,1,2,5.4,7.9,6.9,29,11.96
STU067837,1,1,1,6.4,6.4,7,0,14.99
STU067839,-1,1,4,5.3,3.6,3.5,29,14.13
STU067840,-1,1,4,6.1,5.9,7,34,17.14
STU067845,-1,1,1,4.7,5.2,4.6,0,10.99
STU067852,1,1,2,7.8,7.1,8.2,0,10.24
STU067854,-1,1,5,4.5,6.7,6.4,15,14.8
STU067855,1,1,1,10,9.9,10,0,15.01
STU067858,1,1,1,10,10,10,0,10.06
STU067863,1,1,1,7.1,9.2,6.3,0,11.83
STU067866,-1,1,1,7.3,6.8,4.9,17,12.91
STU067867,1,1,3,8.1,8.8,9.9,12,13.22
STU067868,-1,1,3,4.5,1,1,0,9.42
STU067870,-1,1,2,1,1,1,5,8.39
STU067874,-1,1,2,7.2,8.3,7.1,33,13.83
STU067875,1,1,2,7.5,6.3,5.6,0,9.58
STU067877,1,1,1,5.9,6.2,9.3,7,12.81
STU067879,-1,1,1,9.5,8.2,8.6,28,15.43
STU067881,-1,1,2,4.3,3.9,3.4,30,14.36
STU067883,-1,1,2,7.5,6,5.2,14,9.4
STU067885,1,1,1,6.7,6.3,6.2,0,11.93
STU067887,-1,1,3,7,8.2,8.3,26,15.6
STU067891,-1,1,1,4.5,4.2,4.1,0,9.2
STU067894,-1,1,5,5.1,4.6,4.7,0,16.22
STU067899,-1,1,2,2.4,1,2.4,0,14.55
STU067900,1,1,2,7.9,9.5,9.4,0,15.78
STU067901,-1,1,3,1,3.2,4.6,0,9.49
STU067903,-1,1,4,6.9,6.3,6,19,13.53
STU067904,-1,1,1,5.6,6.8,7,0,12.26
STU067912,-1,1,2,7.3,10,9.3,0,10.6
STU067913,-1,1,2,4.4,3.8,4.1,11,12.29
STU067917,1,1,1,8.5,10,10,0,7.13
STU067922,-1,1,1,7.3,6.3,6.6,5,13.23
STU067925,-1,1,1,6.8,7.4,7.1,0,13.52
STU067926,-1,1,2,3.7,4.8,3.2,0,10.63
STU067928,1,1,3,6.8,6.9,6,0,14.28
STU067934,0,1,1,5.6,8.1,7.8,15,13.79
STU067936,-1,1,4,9.1,9.4,9.3,0,15.49
STU067938,-1,1,4,6,6.5,7.6,1,11.73
STU067945,1,1,2,3.3,1,1.3,4,12.36
STU067946,1,1,2,6.2,6.1,7.2,0,7.55
STU067952,1,1,3,4.9,6.7,6.5,11,16.82
STU067955,-1,1,1,7,6.3,5,0,11.26
STU067965,1,1,4,4.9,7.1,7,11,10.5
STU067970,0,1,2,7.6,8.3,7.5,10,12.25
STU067971,1,1,0,7.8,7,5.8,0,11.25
STU067977,-1,1,5,4,6.4,8,0,10.74
STU067978,-1,1,2,6.5,6.3,8.6,35,17.79
STU067980,1,1,1,8.1,7.2,6.1,34,12.18
STU067985,1,1,1,6.4,8,7.5,27,12.58
STU067990,1,1,2,8.2,9.7,7.9,28,18.98
STU067991,1,1,0,1.3,1,1,9,9.51
STU067993,-1,1,1,3.7,3.1,4.2,5,13.93
STU067994,-1,1,4,8.4,10,10,19,15.28
STU067996,1,1,2,8.7,10,9.7,0,14.3
STU068008,1,1,2,9.4,9.8,8.4,0,9.79
STU068009,1,1,1,4.2,6.6,7.9,0,10.49
STU068010,-1,1,0,5.9,8.2,8.5,19,9.85
STU068011,-1,1,2,6.3,7.4,6.7,18,12.18
STU068012,-1,1,3,8,9.9,9.9,2,12.47
STU068017,1,1,2,5.2,6.7,5.6,0,12.18
STU068018,1,1,0,2.4,1.1,1,11,13.13
STU068019,1,1,2,5.7,4.8,3.9,34,16.12
STU068021,-1,1,2,7.3,8.9,9.3,27,12.53
STU068022,1,1,0,10,10,10,19,13.71
STU068023,-1,1,3,8.8,8.5,7,31,16.58
STU068025,-1,1,0,5,5.2,4.2,0,10.87
STU068026,1,1,2,5.9,7.5,8.7,24,11.51
STU068029,1,1,2,5.1,4.8,5.8,1,13.68
STU068032,-1,1,2,5.8,9.9,9.4,0,10.48
STU068036,1,1,0,3.1,4,5.9,23,10.76
STU068039,1,1,2,5.9,6.8,5.8,6,13.46
STU068042,1,1,2,5.7,6.4,8.2,14,10.97
STU068057,-1,1,2,10,10,9.7,10,13.8
STU068058,-1,1,3,5.4,5.9,6.4,0,9.48
STU068060,-1,1,1,7.5,8.8,8.7,34,10.67
STU068061,-1,1,1,8.1,9.3,9.6,0,10.62
STU068064,-1,1,5,10,10,9.1,20,15.64
STU068067,-1,1,2,3.4,1.5,2.4,0,12.34
STU068069,1,1,2,7.4,5.9,6.2,32,18.93
STU068070,-1,1,2,4.4,6.6,5.7,2,8.12
STU068075,0,1,1,6.2,5.2,6.2,34,15.02
STU068079,-1,1,2,5.3,7.3,7.6,24,13.69
STU068080,-1,1,1,6.3,4.2,5.5,0,10.15
STU068082,-1,1,3,7.7,8.4,9,12,14.67
STU068083,1,1,0,6,5.9,6.4,0,11.47
STU068085,1,1,4,6.5,7.8,7.4,12,12.32
STU068086,-1,1,2,8.3,10,9,0,11.87
STU068087,-1,1,3,5.3,6.4,6,10,10.57
STU068088,-1,1,1,4.6,6.9,6.2,0,9.11
STU068090,-1,1,4,4.8,5.9,5.7,0,12.69
STU068099,1,1,1,6.2,6.8,6.9,0,11.81
STU068100,1,1,2,8.4,5.9,6.9,7,11.55
STU068101,-1,1,3,3.9,3.8,4.3,13,13.7
STU068109,-1,1,1,8.5,10,10,30,16.72
STU068114,1,1,4,5.7,7.7,7.1,16,12.55
STU068116,1,1,0,5.3,7.1,7,0,8.25
STU068117,1,1,4,7.4,8.7,9,0,13.06
STU068121,-1,1,1,5,3.9,2.8,24,12.56
STU068125,-1,1,3,2.1,2.9,4.7,0,7.33
STU068127,-1,1,1,6.5,6.9,5.2,0,7.93
STU068129,-1,1,2,8.5,7.8,8.6,0,12.69
STU068132,1,1,2,7.2,7.4,6.5,0,14.21
STU068134,0,1,0,5.4,5.8,6.9,0,8.46
STU068143,1,1,3,3.5,4.8,3.9,33,14.92
STU068148,1,1,2,3.7,5.4,4.9,25,9.03
STU068149,1,1,2,6.1,7.1,5.6,11,13.67
STU068151,1,1,0,7.1,7.8,7.8,0,12.32
STU068152,-1,1,1,3.9,3.1,3.2,23,11.4
STU068153,-1,1,1,6.5,5.4,5.1,0,10.32
STU068154,-1,1,0,4.7,5.2,4.6,0,11.09
STU068155,1,1,5,6.3,5.5,4.1,0,14.71
STU068159,-1,1,0,2.5,3.1,2.6,11,12.17
STU068165,-1,1,0,6,6.1,6.1,1,10.19
STU068169,-1,1,1,6.8,4.2,4.4,13,12.16
STU068171,0,1,1,7.2,7.4,8,31,14
STU068177,-1,1,3,9.2,9.8,9.9,0,16.67
STU068180,1,1,2,9.9,10,10,0,14.39
STU068181,1,1,1,7.5,8.9,10,0,10.83
STU068184,-1,1,3,8.3,10,10,0,10.03
STU068186,-1,1,0,8.1,6.5,7.1,5,10.64
STU068187,-1,1,1,6.8,7.8,7.7,0,10.26
STU068191,1,1,0,3.6,3.9,4.5,0,7.32
STU068195,-1,1,0,7.6,9,9.2,0,10.07
STU068213,1,1,1,6.4,9.6,9.5,27,8.78
STU068216,1,1,3,6.7,8.6,9.1,0,9.15
STU068217,-1,1,1,4.3,4,4.5,0,7.93
STU068220,-1,1,1,3.1,2.9,2.5,33,11.3
STU068221,1,1,0,5.2,4.9,5.3,6,10.94
STU068225,1,1,1,8.1,9.7,10,0,13.17
STU068230,1,1,0,2.2,3.2,2.5,11,8.01
STU068233,-1,1,1,6.1,10,10,29,10.64
STU068243,1,1,1,2.8,2.2,3,15,9.15
STU068248,-1,1,1,5.1,5.3,6.3,0,11.71
STU068251,1,1,2,3.3,1.8,1.9,12,8.71
STU068254,-1,1,2,1,2.1,1.5,30,12.65
STU068257,1,1,0,3.6,5.8,6,12,8.11
STU068258,1,1,1,6.9,6.1,8,24,13.28
STU068261,1,1,3,7.6,10,9.2,30,13.24
STU068262,-1,1,3,4.4,5.6,5.5,0,12.37
STU068265,-1,1,1,4,4.5,3.6,25,11.15
STU068268,-1,1,1,5.5,7.8,9,0,10.49
STU068271,1,1,3,8.6,8.6,8.5,6,13.79
STU068277,-1,1,3,6.9,5.7,4.1,15,10.14
STU068280,-1,1,1,6,6.2,6.3,27,17.28
STU068284,-1,1,2,6.3,7.2,7.2,28,12.84
STU068286,1,1,4,6.1,8,7.7,0,14.73
STU068290,-1,1,5,7.2,8.1,7.1,0,11.78
STU068291,-1,1,1,4.2,5.2,5.4,0,12.34
STU068295,-1,1,1,6.5,7.4,7,18,9.12
STU068296,1,1,0,6.2,5.6,5.5,28,13.58
STU068297,1,1,4,4.5,4.6,4.2,0,12.98
STU068301,-1,1,1,2.6,5.6,6.3,0,7.53
STU068302,1,1,2,5.5,7.1,8.5,0,8.12
STU068308,-1,1,1,4.8,7.6,8.5,0,11.4
STU068309,-1,1,1,4.2,6,4.5,0,10.8
STU068310,1,1,0,9.7,10,10,24,13.94
STU068311,-1,1,4,7.2,8.8,9.4,0,11.87
STU068312,1,1,1,8.4,7.8,7.8,0,13.42
STU068315,-1,1,1,3,8.8,9.1,31,12.28
STU068318,-1,1,2,7.1,5.5,5,30,13.96
STU068319,-1,1,4,1.7,2.3,1.5,4,13.3
STU068326,1,1,4,6,7.1,7.1,35,16.51
STU068327,1,1,2,4.2,3.4,5.2,0,11.74
STU068328,-1,1,0,6.6,6.2,6.2,31,10.21
STU068329,-1,1,1,6.6,7.5,6.5,25,17.29
STU068339,-1,1,2,5.4,8.7,7.8,0,9.85
STU068343,1,1,4,7.6,8.1,6.9,20,10.01
STU068344,1,1,2,6,7.3,6.8,0,12.95
STU068345,1,1,3,4.9,2.7,3.4,0,17.71
STU068346,1,1,1,5.2,6,6.2,35,12.69
STU068348,-1,1,0,7.9,7,6.7,0,10.35
STU068349,-1,1,1,4.6,3.7,4.9,12,9.35
STU068357,1,1,3,5.1,6.7,7.7,36,13.64
STU068362,-1,1,1,3.9,5.9,5,0,8.01
STU068369,1,1,2,5.6,6,6.1,1,9.27
STU068370,-1,1,2,4.6,7,8,25,16.32
STU068371,-1,1,1,4.5,4.3,5.5,33,16
STU068377,1,1,2,6.8,6.9,6.3,35,16.86
STU068378,0,1,3,5.6,5.9,6,0,13.75
STU068380,1,1,0,6.9,7.5,6.1,10,9.06
STU068382,1,1,1,4.1,5,5.2,16,12.85
STU068386,-1,1,0,10,10,10,0,12.57
STU068388,-1,1,3,5.3,8,8.8,13,11.34
STU068389,-1,1,4,4.1,4.4,3.6,8,11.9
STU068390,1,1,1,7,7,5.6,0,11.03
STU068392,1,1,2,6.2,5.1,5.4,0,11.92
STU068394,1,1,1,5.3,5.9,6.8,36,9.74
STU068400,-1,1,2,8.1,7.8,6.9,15,13.96
STU068401,1,1,1,3.1,2.9,2.8,7,10.14
STU068406,1,1,1,5.4,6.7,8.5,22,10.94
STU068411,-1,1,3,5.8,5.7,5.3,22,13.55
STU068412,1,1,2,5.3,7.5,7.8,27,12.18
STU068415,1,1,2,6,8,8.1,12,13.2
STU068420,-1,1,2,6.7,7.2,8.5,0,10.56
STU068425,-1,1,2,2.8,4.9,5,0,8.65
STU068429,1,1,3,3.8,5.6,7,25,12.52
STU068432,-1,1,0,4.7,8.4,9.1,0,14.94
STU068436,-1,1,2,5.9,7,6,2,11.33
STU068438,1,1,2,4.8,3.5,2.7,11,15.24
STU068445,1,1,4,6.8,8.1,7.6,19,17.65
STU068449,-1,1,3,8.5,10,9.2,0,11.49
STU068450,1,1,0,3.2,6.3,5.8,33,9.14
STU068452,-1,1,2,8.7,8.7,8.6,2,9.14
STU068456,-1,1,1,7.6,10,9.8,33,10.55
STU068459,1,1,5,5.7,5.1,4.5,17,14.96
STU068460,-1,1,3,5,6.6,5.8,24,16.73
STU068461,1,1,2,6.7,6.5,5.5,0,10.42
STU068465,-1,1,0,8.7,10,8.8,0,9.85
STU068467,-1,1,2,7.2,10,10,0,10.16
STU068468,-1,1,3,5.1,7,7,0,11.37
STU068469,-1,1,2,8.5,6.7,7.8,0,16.25
STU068472,1,1,3,6.5,6.8,7.5,0,9.75
STU068476,1,1,1,5,6.5,7.1,5,10.38
STU068484,-1,1,0,4.5,5,5.6,3,9.53
STU068486,-1,1,2,5.1,4.9,4.3,11,11.44
STU068498,-1,1,1,5.3,6.2,7.2,27,11.39
STU068499,1,1,2,3.6,1.5,1,13,8.94
STU068501,1,1,0,7,7.7,6.8,0,11.09
STU068503,1,1,3,5.5,6.7,6.2,32,16.27
STU068505,-1,1,3,6,6,2.8,0,12.04
STU068507,1,1,0,10,10,9,0,11.77
STU068508,1,1,2,4.1,6.6,7.3,30,13.95
STU068509,1,1,2,5.3,6.7,6.4,22,14.11
STU068512,1,1,2,8.3,10,10,0,11.9
STU068513,1,1,1,4.6,3,2.7,17,11.69
STU068515,1,1,0,7.7,7.9,8.7,0,11.01
STU068518,1,1,1,3.1,2.7,4,0,8.81
STU068521,-1,1,1,6.1,10,9.8,0,9.56
STU068522,1,1,3,5.3,3.1,2.6,32,15.66
STU068523,1,1,2,6,5.6,4.7,0,10.76
STU068524,1,1,0,4.9,7.9,7.2,0,8.63
STU068531,1,1,0,4.3,3.4,4.4,23,12.84
STU068532,-1,1,0,5.3,4.6,4.4,0,10.26
STU068533,-1,1,1,7.1,7.2,6.4,3,10.17
STU068537,-1,1,0,6.9,8.7,9.8,0,9.06
STU068541,1,1,1,6.4,3.9,2.1,0,12.54
STU068545,1,1,2,6.9,5,3.8,0,15.16
STU068546,1,1,5,5.7,8.3,7.2,22,13.26
STU068549,1,1,3,7.9,10,8,25,16.12
STU068551,-1,1,1,8.2,10,7.8,8,15.54
STU068553,-1,1,1,8.6,10,10,0,13.21
STU068554,1,1,2,6.6,8.5,8.9,0,15.48
STU068555,-1,1,2,5.7,5,3.4,0,12.18
STU068562,1,1,0,4.8,5.8,6.1,11,12.86
STU068566,1,1,3,8.5,9,7.6,5,12.08
STU068584,1,1,4,6.2,7.3,7.3,0,11.69
STU068585,1,1,2,7.5,9.4,9,15,9.51
STU068587,0,1,1,8,8.8,8,0,13.64
STU068588,1,1,0,6.2,6.7,7.1,34,12.16
STU068589,-1,1,4,8.5,9.4,7.3,0,9.81
STU068591,1,1,2,4.8,7.7,7.1,0,9.43
STU068595,-1,1,3,6.7,8.9,7.6,33,17.2
STU068599,1,1,0,7.6,9.2,8.8,18,10.39
STU068601,-1,1,4,5.8,6.6,6.7,8,10.71
STU068611,1,1,4,9.1,10,10,4,13.95
STU068614,1,1,2,6.6,8.6,9,22,16.42
STU068615,-1,1,3,3.5,2.6,1.6,25,14.67
STU068617,1,1,2,7.7,10,9.2,6,12.04
STU068623,-1,1,4,9.7,10,8.3,22,16.82
STU068627,1,1,0,5.6,7.2,7.5,31,12.47
STU068629,1,1,0,9.1,9.2,9.2,0,9.53
STU068635,-1,1,1,10,10,8.6,10,9.85
STU068636,1,1,0,3,4.6,5,35,11.32
STU068640,-1,1,3,5,7.6,8.3,25,19.3
STU068642,-1,1,1,7.6,8,7.7,9,8.7
STU068648,-1,1,1,4.3,5.3,5.7,0,11.36
STU068649,1,1,1,8,8.4,9.6,30,13.25
STU068651,-1,1,2,4.2,3.6,4.6,29,15.24
STU068656,-1,1,3,4.7,6.7,6.4,10,12.28
STU068657,1,1,4,3.7,4.8,6.1,0,15.03
STU068658,1,1,5,4.1,6.1,6.1,0,9.37
STU068660,-1,1,2,7.6,10,9.3,3,9.68
STU068665,1,1,0,8.3,8.8,8.2,0,12.49
STU068672,1,1,1,6.7,6.2,6,0,12.6
STU068676,1,1,1,6.8,9.6,10,22,15.53
STU068677,-1,1,5,3.3,2.5,2.6,25,14.23
STU068680,-1,1,2,6.6,9.7,10,29,14.28
STU068681,1,1,2,6.4,4.3,3.7,0,8.63
STU068682,-1,1,2,6.8,4,3.5,0,12.99
STU068686,1,1,1,3.7,3,3,18,9.82
STU068687,-1,1,1,4.5,7.3,7.8,0,8.29
STU068688,1,1,1,4.9,3.4,4,0,8
STU068689,1,1,2,8.5,9.8,9.4,0,12.56
STU068691,1,1,2,3.5,2,2.4,35,11.09
STU068692,-1,1,4,7,7.4,9.1,0,10.78
STU068704,1,1,1,8.2,8.6,9.7,25,13.2
STU068707,-1,1,1,3,3.3,2.3,1,7.09
STU068708,-1,1,1,3,3.5,2.4,35,9.5
STU068710,-1,1,3,7.4,8.5,8.3,0,12.25
STU068711,0,1,3,2.8,3.2,3.3,26,12.12
STU068712,1,1,1,6.4,5.2,6.3,35,12.85
STU068715,1,1,3,4.5,7.1,6.9,36,13.99
STU068717,1,1,2,7.3,10,9.1,0,9.24
STU068726,1,1,4,5,5.9,7.6,0,13
STU068729,-1,1,1,1.6,2,2.5,12,7.22
STU068731,-1,1,0,3.8,3.3,4.3,31,10.64
STU068732,-1,1,2,3.4,2.4,3.3,0,9.78
STU068733,1,1,3,9.5,10,9.2,0,16.37
STU068734,1,1,1,4.6,7.9,6.8,0,13.77
STU068735,1,1,4,6.7,9,8.4,0,11.16
STU068737,1,1,1,7.2,10,8.4,30,11.66
STU068739,-1,1,2,9.1,10,10,31,16.37
STU068746,1,1,2,3.8,5.7,7.4,25,12.77
STU068748,1,1,1,4.9,6.1,7.4,0,7.85
STU068749,-1,1,3,9.3,7.3,7.4,0,13.56
STU068750,-1,1,2,8,7.9,7,5,13.94
STU068755,-1,1,4,7.6,7.7,8.1,5,13.86
STU068756,-1,1,1,7.6,7.9,7.3,0,11.66
STU068757,1,1,3,6.5,6.7,6.4,0,11.1
STU068760,-1,1,4,6.2,5.8,6.3,18,10.22
STU068761,0,1,1,8.6,8.7,9.1,0,9.17
STU068762,1,1,0,6.2,3.6,4.6,30,13.97
STU068765,1,1,4,9.1,9.5,8.8,24,15.6
STU068768,-1,1,2,6.1,7.3,8.6,0,9.28
STU068769,1,1,0,4.7,5.8,6,0,12.96
STU068772,1,1,2,5,5.7,6.9,0,11.64
STU068773,-1,1,1,8.3,8.5,8.6,3,10.71
STU068777,-1,1,0,4.4,6.5,6.2,0,9.95
STU068778,1,1,1,6.3,6.9,6.7,0,9.47
STU068779,-1,1,1,7.6,10,10,16,11.06
STU068780,-1,1,3,3.5,3.5,3.7,0,10.26
STU068783,-1,1,2,8.7,6.9,6.3,9,10.91
STU068790,-1,1,1,4.7,5.8,6.4,0,8.49
STU068792,-1,1,1,8.7,10,8.9,15,13.3
STU068793,1,1,0,7.2,8,8.5,0,11.16
STU068795,0,1,1,5.1,8,7.7,16,11.1
STU068796,1,1,0,3.8,4.5,4,14,11.51
STU068800,1,1,3,6.6,9,9.3,18,10.98
STU068801,-1,1,3,6.2,3.9,5.1,0,11.19
STU068804,1,1,2,6.7,9,8.9,0,14.22
STU068814,1,1,4,5.9,4.7,4.7,0,14.75
STU068816,-1,1,1,5.7,6.8,7.1,0,9.16
STU068821,1,1,3,3.8,5.1,4.4,16,11.84
STU068831,1,1,1,5.6,7,7.3,0,9.77
STU068832,1,1,3,5.2,4.1,4.9,25,15.94
STU068849,1,1,1,5.3,4.8,4.6,0,11.61
STU068851,-1,1,0,7.5,8.7,9.4,0,8.81
STU068855,-1,1,2,4,4.5,3.1,0,13.49
STU068857,-1,1,1,5.6,7.7,7.6,0,9.46
STU068861,-1,1,3,6.8,7.2,7.1,0,11.61
STU068863,1,1,2,6.4,7.9,8,19,14.19
STU068865,0,1,1,7.4,8,7.1,0,16.55
STU068869,1,1,0,4.6,2.8,2.1,0,8.56
STU068872,1,1,1,7.2,6.4,6.2,0,9.99
STU068876,-1,1,2,6.2,8.3,8.1,24,13.11
STU068878,1,1,0,6.7,7.5,6.2,33,15.85
STU068880,-1,1,1,5.5,5.7,6.1,0,10.56
STU068884,-1,1,4,9.4,10,10,14,20.51
STU068887,1,1,5,7.3,9.1,9.8,0,9.54
STU068888,-1,1,1,5.7,6.2,6.1,0,9.48
STU068889,-1,1,4,2.2,2.1,1.2,12,12.61
STU068891,1,1,1,5.4,7.4,6.9,0,7.86
STU068892,-1,1,1,4.4,6,6.1,23,15.51
STU068894,1,1,0,7.8,10,7.6,1,8.85
STU068901,1,1,1,5.9,7,6.2,28,14.92
STU068906,-1,1,1,5.1,3.5,4.9,0,11.93
STU068908,1,1,2,10,9.8,8,32,11.9
STU068909,1,1,5,8.9,9.8,10,28,17.95
STU068910,-1,1,1,8.7,10,7.8,0,9.52
STU068915,1,1,5,6.4,6.6,5,26,13.08
STU068916,1,1,1,6.7,9.2,10,20,15.18
STU068918,1,1,2,4.2,3.6,2.6,7,12.79
STU068920,1,1,0,3.9,3.6,3.7,0,9.51
STU068921,0,1,0,5.8,7.8,8,0,10.18
STU068922,1,1,2,7.2,5.8,5.6,12,16.29
STU068923,-1,1,1,5.9,6.1,6.8,29,8.1
STU068924,-1,1,1,4.7,4.2,3.9,21,17.89
STU068926,-1,1,0,9.5,7.3,8.9,0,9.04
STU068930,-1,1,1,5.5,7.5,7.4,0,9.27
STU068931,1,1,1,4.9,4.3,4.3,25,11
STU068936,1,1,0,8.3,8.6,8.9,0,10.47
STU068940,1,1,0,7.5,7.5,7.5,0,9.89
STU068942,1,1,1,7.6,5.6,3.9,0,11.46
STU068943,-1,1,3,6,7.9,7.8,0,12.05
STU068949,-1,1,4,1.9,3.8,4.7,0,12.01
STU068953,1,1,4,2.8,3.5,3.3,3,11.6
STU068956,1,1,0,6.3,6.5,7.5,25,19.27
STU068961,-1,1,1,3.9,3.5,3.3,1,9.76
STU068963,-1,1,4,7.5,8.9,8.4,33,15.67
STU068965,-1,1,5,3.6,6,7.4,5,11.27
STU068968,-1,1,2,4.7,6.7,5.1,0,11.91
STU068969,-1,1,3,6.4,4.9,3.5,31,12.02
STU068970,-1,1,3,4.1,6.4,6.1,11,13.65
STU068975,-1,1,2,3.6,4.2,4.3,13,9.04
STU068976,-1,1,1,6.7,8.8,8.2,3,8.26
STU068977,-1,1,3,6.6,8.6,9.7,35,15.54
STU068981,1,1,0,4.1,4.6,4.1,31,11.13
STU068987,-1,1,3,5.4,5.5,5.4,32,16.73
STU068992,1,1,5,10,9.5,9.5,18,11.5
STU068998,-1,1,3,3.2,5.9,5,30,16.4
STU069000,1,1,1,5,5.2,4.6,24,12.01
STU069001,-1,1,0,5.9,7.9,6.8,0,12.87
STU069003,-1,1,3,8.1,10,10,2,11.95
STU069008,-1,1,3,8.7,9.2,6,0,12.11
STU069009,1,1,0,7.9,9.7,9,21,12.91
STU069010,-1,1,3,2.4,4.1,4.9,25,11.76
STU069013,-1,1,4,3.9,7.3,8.9,0,16.49
STU069014,-1,1,1,6.7,5.9,6.4,0,14.49
