student_id,gender,degree_field,internships_count,technical_skills_score,soft_skills_score,communication_score,work_experience_months,placed,salary_lpa
STU047961,Male,Engineering,2,6.4,7.5,8.1,0,1,9.93
STU047965,Female,Engineering,3,5.7,5.7,4.6,0,0,0
STU047969,Male,Engineering,3,6,7.5,5.4,26,1,13.25
STU047970,Male,Engineering,1,4.7,5.6,5.8,17,0,0
STU047973,Male,Engineering,0,5,6.9,5.9,0,1,10.62
STU047974,Female,Engineering,1,6.5,5.6,5.5,0,1,9.47
STU047975,Female,Engineering,1,4.3,2.7,2.4,0,1,9.37
STU047976,Male,Engineering,0,5.6,6.8,8.3,34,1,14.8
STU047977,Male,Engineering,0,7.7,10,9.4,0,1,12.29
STU047986,Female,Engineering,2,4.4,4.8,4.9,0,0,0
STU047988,Female,Engineering,1,6.7,6.5,7.3,35,1,14.38
STU047997,Male,Engineering,1,3.1,5.2,5.4,3,0,0
STU047999,Male,Engineering,1,4.3,6.3,7,0,0,0
STU048000,Male,Engineering,3,5.9,4.5,3.7,0,1,8.21
STU048002,Male,Engineering,1,3.3,1,1,5,0,0
STU048003,Male,Engineering,2,5.2,6.7,5.2,8,1,13.68
STU048004,Female,Engineering,1,5.8,8.7,7.8,22,0,0
STU048006,Male,Engineering,3,4.2,4.9,4.8,0,1,12.78
STU048009,Female,Engineering,1,5.7,6.1,7.5,33,1,14.7
STU048011,Female,Engineering,5,7.4,9,9.5,0,1,13.76
STU048013,Male,Engineering,0,7,7.6,8,18,0,0
STU048014,Male,Engineering,2,9,10,10,4,1,9.53
STU048015,Female,Engineering,1,4.5,4.9,5.3,0,1,8.89
STU048016,Male,Engineering,1,7.2,9,7.2,0,1,13.89
STU048018,Male,Engineering,1,7.5,9.7,8.7,0,1,8.53
STU048019,Male,Engineering,2,6.4,7.3,7.5,0,1,8.88
STU048020,Male,Engineering,3,5.3,5.1,4.8,0,1,12.64
STU048022,Female,Engineering,3,3.7,3.9,3.4,25,0,0
STU048025,Female,Engineering,3,2.3,2.8,3.3,0,1,8.35
STU048027,Female,Engineering,5,5.6,5.5,6.2,7,1,10.77
STU048029,Female,Engineering,1,4.9,6.3,7.4,0,1,12.99
STU048031,Male,Engineering,0,7,8.7,9,14,1,11.15
STU048035,Female,Engineering,3,9.2,10,10,0,1,14.15
STU048039,Male,Engineering,1,6.4,10,9.7,18,1,10.22
STU048052,Male,Engineering,1,6.1,7.1,5.9,27,1,10.09
STU048054,Male,Engineering,0,3.3,4.4,3,24,1,12.53
STU048055,Female,Engineering,2,6.8,7.5,6.4,29,1,13.6
STU048056,Male,Engineering,0,6.1,7.4,6,0,1,14.27
STU048059,Male,Engineering,1,3.1,1.9,1.3,0,0,0
STU048060,Male,Engineering,1,7.1,6.3,6.6,22,1,12.67
STU048062,Male,Engineering,2,6.2,4.1,3.6,3,0,0
STU048066,Male,Engineering,0,6.1,8,7.8,9,1,11.43
STU048071,Male,Engineering,1,5.1,4.1,3.1,0,1,6.72
STU048072,Male,Engineering,1,5.1,6.9,5.9,0,1,8.62
STU048076,Female,Engineering,0,5.8,4.5,6.2,0,1,11.05
STU048079,Male,Engineering,0,2.8,2.1,1,0,1,6.65
STU048080,Male,Engineering,0,5.5,6.8,6.1,12,1,14.2
STU048081,Female,Engineering,3,4.3,6.1,5.1,25,1,12.1
STU048082,Male,Engineering,2,6.1,8.4,9.2,2,1,9.2
STU048083,Male,Engineering,2,5.9,7.3,5.7,19,1,9.37
STU048084,Female,Engineering,2,3.8,3.5,4.4,0,1,10.78
STU048087,Male,Engineering,0,3,3.6,3.2,10,0,0
STU048088,Male,Engineering,1,5.6,6.5,6.3,0,1,9.39
STU048089,Female,Engineering,1,5.9,7,6.7,28,1,12.25
STU048091,Female,Engineering,4,2.9,5,3.7,20,1,10.38
STU048094,Male,Engineering,2,7.9,8.4,8.4,0,0,0
STU048095,Male,Engineering,2,8,6.7,7.9,17,1,9.97
STU048097,Female,Engineering,2,6.1,7.2,7.1,26,1,16.35
STU048098,Male,Engineering,3,5.2,6.1,6.7,0,1,11.66
STU048103,Female,Engineering,2,6.6,6.6,8.8,22,1,11.59
STU048104,Female,Engineering,0,5.5,7.3,5.7,2,1,10.72
STU048106,Female,Engineering,0,1,1,1.5,32,0,0
STU048108,Female,Engineering,3,5.2,7.4,8.1,0,1,10.06
STU048110,Male,Engineering,0,8.6,10,10,0,1,12.84
STU048114,Female,Engineering,0,3.8,2.7,3.2,0,1,13.49
STU048116,Male,Engineering,1,7.1,5.3,6.7,0,0,0
STU048117,Male,Engineering,3,3.4,3.6,2.1,33,1,13.64
STU048119,Female,Engineering,3,4.1,4.1,3,0,0,0
STU048126,Male,Engineering,3,4.6,5.5,4.1,0,0,0
STU048127,Male,Engineering,3,6.3,7.9,8.1,0,1,9.6
STU048128,Female,Engineering,1,3.7,3.3,3.9,12,1,11.06
STU048130,Male,Engineering,2,7.1,8.6,9,0,1,12.47
STU048133,Female,Engineering,0,4.8,6,6.6,28,1,12.51
STU048144,Male,Engineering,5,3.4,1.4,1.9,0,0,0
STU048148,Female,Engineering,4,2.4,2.2,3,23,1,16.75
STU048151,Male,Engineering,1,5.3,7.8,7.2,9,1,10.49
STU048152,Male,Engineering,0,3.2,5.2,5.4,0,1,8.77
STU048154,Male,Engineering,1,8.6,7.3,8.1,0,1,12.88
STU048156,Male,Engineering,0,6.9,4.8,3.7,5,1,11.35
STU048158,Male,Engineering,1,4.2,4.5,4.1,3,0,0
STU048165,Male,Engineering,3,7.7,4.9,5.7,0,1,13.31
STU048166,Other,Engineering,3,3.9,3.6,2,3,1,15.1
STU048167,Male,Engineering,4,7,6.6,6.7,0,1,16.04
STU048169,Male,Engineering,2,8.7,8.9,9.6,0,1,12.34
STU048170,Male,Engineering,2,4.3,3.9,3.7,0,1,10.04
STU048171,Male,Engineering,0,8.2,5.7,4.6,6,1,10.67
STU048172,Male,Engineering,1,4.8,5.5,5.5,14,1,9.53
STU048173,Male,Engineering,2,2.9,5.2,5.1,21,1,13.5
STU048174,Male,Engineering,0,10,10,8.9,0,1,12.31
STU048175,Male,Engineering,2,6.1,6.5,7.6,24,1,12.7
STU048176,Female,Engineering,0,6.7,6.7,6.6,30,1,15.39
STU048177,Male,Engineering,3,4,6,5.5,0,1,11.36
STU048181,Female,Engineering,1,7.8,6,6.7,9,1,12.43
STU048182,Female,Engineering,1,3.7,3.5,2.8,31,1,19.13
STU048187,Female,Engineering,2,10,10,9,0,1,12.61
STU048188,Male,Engineering,5,4.4,5.4,4.7,0,1,12.42
STU048189,Female,Engineering,3,5.5,1.7,4.4,0,1,12.11
STU048191,Female,Engineering,0,3.6,2.7,2.8,0,0,0
STU048193,Female,Engineering,3,3.1,3.1,5.3,10,0,0
STU048194,Male,Engineering,2,4.6,5.7,5.3,0,1,12.37
STU048195,Male,Engineering,1,4.4,3,3.9,0,0,0
STU048196,Male,Engineering,2,7.7,8,7.4,33,1,13.11
STU048197,Female,Engineering,2,5.5,7.5,8,0,1,12.36
STU048203,Female,Engineering,2,10,9.8,10,33,1,16.67
STU048204,Male,Engineering,2,6.7,9.8,10,0,1,9.98
STU048208,Male,Engineering,3,8.7,10,10,23,1,15.11
STU048210,Male,Engineering,2,3.9,5,3.8,10,0,0
STU048212,Male,Engineering,5,4.5,4.7,4.6,0,0,0
STU048213,Female,Engineering,0,3.1,2.7,1,5,1,10.69
STU048215,Female,Engineering,3,10,10,10,0,1,14.91
STU048218,Female,Engineering,1,3,2.3,2.2,2,0,0
STU048224,Male,Engineering,2,3.9,2.1,2.3,9,1,13.48
STU048225,Male,Engineering,0,4.9,4.6,4.4,31,1,16.44
STU048226,Male,Engineering,0,6.9,10,9.8,29,1,13.78
STU048228,Male,Engineering,0,6.9,7.6,6.8,27,1,12.15
STU048229,Male,Engineering,3,10,10,10,0,1,13.37
STU048230,Female,Engineering,3,7.5,7.5,6.6,0,1,19.78
STU048234,Female,Engineering,1,8,8.8,9.8,7,1,9.89
STU048239,Male,Engineering,4,5.4,7.7,8.3,0,1,11.58
STU048243,Male,Engineering,3,7.7,7.9,8.7,0,0,0
STU048247,Male,Engineering,3,4.9,5,3.2,0,0,0
STU048249,Female,Engineering,2,5.4,8.4,10,28,0,0
STU048250,Male,Engineering,0,9.3,9.5,10,2,1,8.94
STU048252,Female,Engineering,1,4.9,4.3,5.6,0,1,11.35
STU048255,Male,Engineering,2,6.6,7.1,6.2,0,1,9.48
STU048256,Female,Engineering,1,6,7.4,4.9,13,1,15.74
STU048257,Female,Engineering,0,6.2,4.8,5.2,18,1,12.48
STU048259,Female,Engineering,1,6.2,8.7,8.6,0,1,11.72
STU048261,Male,Engineering,0,7.4,8,7,0,1,11.99
STU048268,Female,Engineering,0,5.7,7.5,7.8,0,0,0
STU048271,Male,Engineering,3,6.6,8.6,8.6,3,1,11.68
STU048276,Male,Engineering,2,7.4,6.6,6,20,1,12.28
STU048277,Female,Engineering,1,8.5,7.9,7.5,4,1,11.63
STU048279,Other,Engineering,0,6.3,5.8,5.2,25,1,13.93
STU048284,Female,Engineering,2,9.6,9.1,8.2,0,1,11.25
STU048285,Male,Engineering,2,4.1,3.6,2.9,0,0,0
STU048286,Male,Engineering,1,7,6.1,5.6,34,1,12.31
STU048287,Male,Engineering,0,6.3,6.7,7.1,0,1,8.34
STU048289,Male,Engineering,3,4.9,7.1,7.7,0,1,13.16
STU048291,Male,Engineering,1,2.2,4.4,3.3,0,0,0
STU048299,Male,Engineering,1,6.6,7.7,7.2,14,1,13.6
STU048301,Male,Engineering,0,7.7,10,10,16,1,9.42
STU048304,Male,Engineering,4,3.5,6.6,5.1,0,1,12.84
STU048305,Male,Engineering,2,8.8,9.3,8.2,0,1,10.91
STU048308,Male,Engineering,0,3,3,1.1,25,1,13.54
STU048309,Male,Engineering,1,3.5,4.5,5.9,1,0,0
STU048312,Male,Engineering,2,5.9,8.7,8.4,0,1,10.58
STU048314,Male,Engineering,4,4.5,4.2,4.9,0,1,12.57
STU048316,Male,Engineering,3,5.7,8.1,8.3,0,1,12.59
STU048317,Female,Engineering,2,6,5.8,4,0,0,0
STU048318,Male,Engineering,0,8.7,8,6.5,5,1,13.07
STU048319,Male,Engineering,3,4.8,3.2,3.9,11,1,10.74
STU048321,Male,Engineering,1,7.2,8.4,8.4,0,1,7.32
STU048324,Male,Engineering,0,5.9,3.7,4.6,10,1,10.76
STU048329,Male,Engineering,4,4.8,7,5.3,0,1,9.12
STU048330,Male,Engineering,2,6.1,5.9,6,0,0,0
STU048332,Female,Engineering,3,5.7,7,8,0,1,7.29
STU048333,Male,Engineering,5,4.8,2.4,1.6,25,1,14.87
STU048334,Male,Engineering,3,6.7,6.8,7.1,33,1,13.47
STU048335,Female,Engineering,1,5.7,8.1,8,0,1,11.57
STU048336,Male,Engineering,3,9.6,8.8,7.6,0,1,12.32
STU048337,Male,Engineering,2,5.7,3.7,3.5,11,1,13.22
STU048340,Male,Engineering,1,2.3,4.5,5,0,0,0
STU048345,Female,Engineering,2,4.7,4.5,2.4,1,1,9.67
STU048349,Female,Engineering,2,8.1,8.2,9.3,21,1,16.03
STU048357,Male,Engineering,2,5,6.4,5.7,17,1,12.32
STU048362,Male,Engineering,3,5.9,6.8,7.8,26,1,19.25
STU048364,Male,Engineering,0,4,7,6.5,0,1,9.27
STU048367,Female,Engineering,4,4.8,3.7,2.1,0,1,13.53
STU048372,Male,Engineering,1,6.8,7,9.1,0,0,0
STU048374,Male,Engineering,4,7.2,4.8,4.4,15,1,17.36
STU048375,Male,Engineering,3,6.5,6.5,5.8,0,1,12.02
STU048377,Male,Engineering,4,7.2,8.7,9.8,24,1,17.11
STU048383,Male,Engineering,3,8,8.9,10,0,1,16.2
STU048385,Female,Engineering,1,7.4,7,6,4,1,11.18
STU048387,Male,Engineering,2,7.1,6.5,5.9,8,1,13.79
STU048388,Male,Engineering,4,4.9,4.2,4.8,0,1,13.83
STU048390,Other,Engineering,0,4.2,3.7,2.9,0,1,6.91
STU048396,Other,Engineering,1,3.7,5.2,6,0,1,7.77
STU048398,Male,Engineering,4,3.5,5.4,4.9,0,1,12.29
STU048399,Female,Engineering,3,4.2,3.5,3,0,1,10.52
STU048400,Male,Engineering,1,7.9,8,7.5,8,1,8.87
STU048401,Male,Engineering,0,5.5,4.8,4.9,19,1,10.07
STU048402,Male,Engineering,3,5.5,8.3,7.5,12,1,15.58
STU048403,Female,Engineering,2,9.9,10,9.5,30,1,11.62
STU048405,Female,Engineering,3,3,3.2,3.5,0,0,0
STU048409,Female,Engineering,2,6,6.2,7.7,16,1,10.28
STU048412,Female,Engineering,3,5.1,5.4,6,0,1,15.34
STU048414,Male,Engineering,1,6.3,5.5,6.3,25,1,12.79
STU048415,Male,Engineering,1,5.8,6,7,7,1,8.43
STU048417,Male,Engineering,2,3.9,6.5,6,16,1,13.04
STU048418,Female,Engineering,3,7,4.5,5.8,0,1,13.18
STU048419,Male,Engineering,2,10,10,10,36,1,16.41
STU048420,Male,Engineering,2,4.7,7.1,7.8,0,1,7.09
STU048427,Male,Engineering,3,2.8,3.2,4.3,24,1,11.07
STU048435,Female,Engineering,2,5.5,3.4,4.1,28,1,13.64
STU048444,Female,Engineering,1,5.4,5.8,5.3,16,0,0
STU048446,Male,Engineering,4,3.8,2.7,1.4,33,1,24.07
STU048450,Male,Engineering,4,4.8,4.8,5.3,25,1,15.24
STU048453,Male,Engineering,3,5.1,4.9,6.3,0,1,7.78
STU048454,Female,Engineering,3,8,6.6,7.7,28,1,16.77
STU048459,Male,Engineering,1,5.7,8.4,8.2,23,1,11.04
STU048460,Male,Engineering,1,6.9,7.1,7.8,0,1,8.43
STU048462,Male,Engineering,1,4.2,5.5,4,0,1,11.09
STU048463,Female,Engineering,3,5.2,6.7,6.9,0,1,11.57
STU048469,Male,Engineering,3,10,8.8,9.4,0,1,14.62
STU048471,Female,Engineering,2,4.1,3.2,5.6,0,1,10.46
STU048473,Male,Engineering,0,5.6,3.8,4.7,32,0,0
STU048479,Female,Engineering,1,5.7,6.1,6.1,0,1,9.07
STU048480,Male,Engineering,1,6.4,7.3,8.3,4,1,7.93
STU048481,Female,Engineering,2,5.3,6.7,6.3,0,1,12
STU048482,Female,Engineering,1,5.5,7.3,7.7,0,0,0
STU048485,Male,Engineering,2,7.1,4.2,3.6,28,1,16.04
STU048486,Male,Engineering,3,9,9.4,8.6,0,1,14.5
STU048488,Male,Engineering,4,7.9,8,8.2,0,1,14.22
STU048491,Male,Engineering,2,5.1,5.7,4.4,36,1,17.3
STU048494,Male,Engineering,2,6.3,5.6,6.7,0,1,11.49
STU048508,Male,Engineering,1,6.9,7.7,8.2,29,1,12.01
STU048509,Male,Engineering,2,6.8,6.3,5.9,19,1,14.08
STU048511,Male,Engineering,0,5,4.3,4.1,9,1,9.85
STU048512,Male,Engineering,1,7.1,8.9,10,0,1,13.57
STU048513,Male,Engineering,2,5.4,5.5,4.6,0,1,9.94
STU048522,Male,Engineering,1,3.1,4.4,3,0,1,10.05
STU048523,Female,Engineering,3,6.1,9.3,9.3,25,1,15.41
STU048525,Male,Engineering,1,6,6.6,6.1,0,1,10.4
STU048528,Female,Engineering,0,5.8,6.4,5.8,20,1,9.31
STU048534,Male,Engineering,3,5.9,4.4,6.1,0,1,15.84
STU048535,Other,Engineering,1,6.4,7.2,7.2,0,1,15.31
STU048536,Male,Engineering,1,7.8,9,8.5,11,1,9.52
STU048538,Female,Engineering,3,2.6,2,1,2,1,13.54
STU048543,Female,Engineering,2,4,4.8,3.4,13,1,12.41
STU048544,Female,Engineering,0,8.1,8.1,9,2,1,13.64
STU048548,Male,Engineering,3,4.4,5.2,6.3,0,1,12.83
STU048550,Male,Engineering,5,5.3,3.9,4.8,12,1,13.53
STU048552,Female,Engineering,2,5.1,5.8,6.5,0,1,17.19
STU048557,Male,Engineering,3,5.8,6.5,5.8,6,1,14.04
STU048558,Male,Engineering,1,5.8,7.2,7.2,0,1,9.99
STU048560,Female,Engineering,4,8.9,10,8.5,9,1,15.33
STU048563,Male,Engineering,3,5.7,7.2,6.7,0,0,0
STU048565,Female,Engineering,4,6.3,7,8.5,9,1,14.03
STU048572,Male,Engineering,4,5,4.6,5,0,1,9.16
STU048573,Female,Engineering,1,8.2,9.9,8.7,5,1,12.3
STU048574,Female,Engineering,2,4.4,3.7,3.1,22,1,11.49
STU048577,Male,Engineering,4,6,3.8,4.8,0,1,13.79
STU048581,Male,Engineering,3,8,7,7.3,9,1,9.87
STU048582,Male,Engineering,2,1,1,2.7,0,0,0
STU048584,Male,Engineering,3,4.5,6.2,7.3,22,1,12.12
STU048586,Female,Engineering,0,10,10,10,8,1,10.18
STU048592,Male,Engineering,4,6.6,7.2,8.7,0,0,0
STU048594,Male,Engineering,1,5.7,5.1,5,26,1,13.37
STU048595,Male,Engineering,0,5.9,7,6.7,11,1,12.19
STU048597,Male,Engineering,2,8.3,8.6,9,16,1,14.93
STU048599,Female,Engineering,1,8.3,8.6,9.5,28,1,12.29
STU048604,Male,Engineering,2,6.7,7.7,5.9,12,1,11.41
STU048608,Female,Engineering,1,6,7.4,7.4,30,1,13.04
STU048615,Female,Engineering,3,2.6,3.7,4.2,25,1,14.4
STU048616,Male,Engineering,1,8.9,10,9.2,17,1,14.93
STU048619,Female,Engineering,5,7.2,8.4,7.9,1,1,16.42
STU048623,Female,Engineering,0,7.7,7.9,7.3,3,1,8.7
STU048624,Female,Engineering,2,7,7.1,5.2,14,1,15.1
STU048625,Male,Engineering,0,6.6,5.5,7.5,29,1,13.72
STU048627,Male,Engineering,1,2.8,3.3,3,0,1,11.53
STU048632,Female,Engineering,3,9.5,10,10,0,1,12.36
STU048633,Female,Engineering,2,7.8,9.2,9.4,32,1,15.47
STU048637,Female,Engineering,0,5.9,8.7,8.3,4,1,9.25
STU048638,Female,Engineering,0,5.3,6.2,7,5,1,10.13
STU048639,Female,Engineering,0,6.2,6.3,4.7,0,0,0
STU048642,Female,Engineering,3,1,1.4,1,0,1,9.39
STU048643,Female,Engineering,0,6.2,6.3,7.1,0,1,12.28
STU048644,Male,Engineering,1,2.8,3.3,2.3,0,1,9.85
STU048647,Female,Engineering,4,5.4,4.6,6.1,17,1,11.33
STU048648,Female,Engineering,4,6.3,7.9,8.7,0,1,10.89
STU048649,Male,Engineering,1,5.9,7.3,5.7,14,1,17.15
STU048652,Male,Engineering,2,7.8,9.9,10,0,1,12.07
STU048653,Male,Engineering,1,5.2,3.1,1.9,6,1,10.84
STU048655,Female,Engineering,2,7.6,8.3,7.4,21,1,11.57
STU048658,Male,Engineering,2,4.1,3.2,3,0,1,10.94
STU048660,Other,Engineering,3,5.1,3.6,4.6,0,1,12.66
STU048661,Male,Engineering,4,6.9,6.1,6.2,0,1,8.8
STU048662,Male,Engineering,1,5.3,7.4,8.8,4,1,13.52
STU048663,Female,Engineering,0,5.7,7.7,7.5,13,1,11.16
STU048664,Male,Engineering,4,9.5,10,10,0,1,11.39
STU048666,Male,Engineering,2,5.4,7,5.9,33,1,14.99
STU048667,Male,Engineering,1,2.7,5.1,6.2,9,1,8.27
STU048668,Male,Engineering,2,7.3,9.1,8.1,7,1,9.65
STU048670,Female,Engineering,0,7.4,6.2,6.5,18,1,12.04
STU048673,Female,Engineering,0,5.5,6.2,6.2,0,0,0
STU048675,Female,Engineering,3,6.4,9.3,10,0,1,9.32
STU048676,Male,Engineering,3,7.7,10,9.7,0,1,10.38
STU048677,Male,Engineering,1,5.6,2.8,2.7,27,0,0
STU048678,Female,Engineering,2,5.2,3.9,4.9,28,1,12.21
STU048679,Female,Engineering,0,7.7,8.9,8.3,0,1,11.85
STU048683,Female,Engineering,2,7.6,6.6,8.2,9,1,13.18
STU048684,Other,Engineering,2,5.2,6.1,5.3,0,1,8.64
STU048686,Female,Engineering,0,4.7,3.9,3,0,1,11.2
STU048692,Female,Engineering,2,4.3,7.6,7.8,0,1,10.77
STU048700,Male,Engineering,0,3.9,5.4,4.3,5,1,9.96
STU048701,Female,Engineering,2,8,8.7,9.1,1,1,13.15
STU048704,Male,Engineering,0,5.6,7,9.5,0,1,7.8
STU048705,Male,Engineering,3,7.3,7.5,7.3,35,1,14.82
STU048710,Male,Engineering,2,3.1,1,1.6,0,1,8.56
STU048711,Female,Engineering,0,3.4,2.9,1.9,1,0,0
STU048713,Female,Engineering,4,5.5,5.8,7.9,0,0,0
STU048715,Male,Engineering,0,7.6,7.6,6.3,19,1,11.86
STU048716,Female,Engineering,1,8.3,10,9,4,1,12.64
STU048718,Male,Engineering,2,8.1,7.6,9.4,23,1,12.41
STU048722,Female,Engineering,3,7.2,6.1,6,1,1,15.33
STU048723,Female,Engineering,0,1.6,1,1.8,0,1,14.68
STU048726,Female,Engineering,0,5.1,5.9,7.1,16,1,14.33
STU048727,Female,Engineering,2,5.1,2.6,1.8,33,1,15.9
STU048728,Male,Engineering,1,6.1,8.2,8.5,0,1,11.83
STU048731,Female,Engineering,0,7.4,6.5,6.1,13,0,0
STU048739,Female,Engineering,1,4,4.7,4,27,0,0
STU048743,Male,Engineering,5,7.5,8.5,7.7,25,1,14.79
STU048744,Male,Engineering,0,7.1,8,8.1,18,1,14.3
STU048745,Male,Engineering,4,9,10,10,3,1,13.02
STU048746,Male,Engineering,3,6.1,5.8,5.4,0,1,9.72
STU048749,Male,Engineering,2,9.9,10,10,31,1,17.81
STU048751,Female,Engineering,2,7.1,5.3,4.9,25,1,10.77
STU048752,Female,Engineering,3,4.7,4.8,5,0,0,0
STU048755,Male,Engineering,2,5.6,4.7,4.1,19,1,16.04
STU048758,Male,Engineering,0,3.9,5,6.9,32,1,10.11
STU048760,Male,Engineering,1,5.4,6.4,5.8,0,1,8.04
STU048761,Male,Engineering,0,6.5,8.1,9.3,30,1,12.12
STU048762,Male,Engineering,1,8.1,8.5,8.5,9,1,13.82
STU048764,Male,Engineering,4,6.7,7.2,6.2,20,1,12.08
STU048768,Female,Engineering,1,6.8,7.9,7.8,26,1,14.53
STU048771,Male,Engineering,1,8.3,8.5,10,3,1,10.57
STU048778,Female,Engineering,3,3,3.5,4.3,36,1,15.12
STU048780,Male,Engineering,1,5.5,6.4,5.4,2,1,12.02
STU048782,Female,Engineering,2,5.1,4.7,4.6,32,1,18.01
STU048783,Male,Engineering,1,4.9,2.5,1.2,0,1,12.11
STU048787,Male,Engineering,1,9.1,10,9,22,1,12.49
STU048790,Female,Engineering,3,4.3,4.6,4.1,0,1,14.87
STU048791,Female,Engineering,4,7.3,9.3,7.7,4,1,14.32
STU048795,Female,Engineering,2,5.1,4.9,6.5,0,1,13.5
STU048796,Male,Engineering,4,6.9,4.5,4.9,6,1,14.61
STU048797,Female,Engineering,2,5.1,5.9,5,0,1,14.3
STU048798,Male,Engineering,0,5.1,2.7,1.8,11,1,8.11
STU048800,Female,Engineering,3,7.2,8,8.3,32,1,11.32
STU048802,Male,Engineering,1,5.8,4.4,4.1,0,1,11.95
STU048804,Female,Engineering,2,7.4,5.5,6.3,26,1,13.41
STU048806,Male,Engineering,2,4.7,1.6,1.4,0,1,9.09
STU048808,Male,Engineering,1,7.5,7.9,7.2,0,1,10.88
STU048812,Female,Engineering,2,2.3,4,6,0,1,12.61
STU048815,Male,Engineering,5,4.4,4.3,3.3,0,1,14.31
STU048817,Male,Engineering,0,4.5,6.6,7.5,0,1,8.65
STU048822,Male,Engineering,3,5.2,7.6,6.5,10,1,10.54
STU048826,Male,Engineering,0,7.8,9.8,10,1,1,10.25
STU048830,Female,Engineering,5,5.3,7.1,5.6,32,1,17.12
STU048831,Male,Engineering,0,7.7,7.8,7.6,23,1,11.85
STU048832,Male,Engineering,4,7.7,9.3,10,4,1,13.12
STU048833,Male,Engineering,0,5.9,4,2.5,1,1,11.57
STU048835,Female,Engineering,3,3.8,2.4,1.8,0,1,10.11
STU048841,Male,Engineering,2,5,5.5,4,0,1,14.24
STU048845,Male,Engineering,0,1.3,1.9,1.1,29,1,13.91
STU048850,Female,Engineering,0,7.9,9.2,9.7,4,1,11.67
STU048851,Male,Engineering,1,6.6,8.3,7.2,1,1,11.62
STU048852,Male,Engineering,1,10,10,10,0,1,14.52
STU048853,Male,Engineering,0,3.8,6.8,7.3,21,1,11.68
STU048854,Male,Engineering,3,5.9,6,7,0,1,10.32
STU048855,Male,Engineering,0,7.4,7,7.7,0,1,7.97
STU048860,Female,Engineering,2,5.7,8,7.4,6,1,12.69
STU048862,Male,Engineering,1,10,9.9,10,12,1,9.78
STU048863,Male,Engineering,4,5.9,5.6,5.3,0,1,11.02
STU048868,Male,Engineering,1,6.9,6.4,6,32,1,16.26
STU048871,Female,Engineering,2,6.3,6.7,6.9,0,1,9.74
STU048872,Female,Engineering,2,8.7,9.1,9.1,10,1,16.14
STU048877,Other,Engineering,0,6.5,6,6.6,0,0,0
STU048880,Female,Engineering,1,4.9,5.5,4.7,0,1,7.64
STU048883,Female,Engineering,0,6.1,4.7,5.3,0,1,9.83
STU048885,Male,Engineering,3,6.5,4.5,2.1,27,1,11.4
STU048888,Male,Engineering,4,5.8,4.3,5.5,20,1,13.02
STU048889,Male,Engineering,2,7.5,6.8,6.9,0,1,12.11
STU048890,Male,Engineering,2,8,8.1,6.9,17,1,17.32
STU048892,Female,Engineering,1,5.8,5.4,5.7,12,1,8.85
STU048894,Male,Engineering,1,5.1,3.8,4.8,0,1,8.42
STU048896,Female,Engineering,0,8.8,7.9,8.4,0,1,11.47
STU048897,Female,Engineering,1,6.2,6.5,6.6,0,1,16.17
STU048898,Male,Engineering,0,7,7.3,6.3,0,1,11.56
STU048900,Male,Engineering,0,8,8.2,8.3,0,0,0
STU048904,Male,Engineering,3,7.6,4.2,5.6,0,1,8.84
STU048910,Female,Engineering,2,8,10,9.4,0,1,10.27
STU048912,Male,Engineering,0,4.9,7,5.6,0,0,0
STU048915,Female,Engineering,4,5.9,6.6,7.3,34,1,19.53
STU048919,Female,Engineering,1,4.4,6.6,8,0,1,8.9
STU048924,Female,Engineering,3,10,10,10,9,1,15.99
STU048926,Male,Engineering,3,6.1,6.2,5,5,1,12.47
STU048929,Male,Engineering,1,6.4,6.9,6.8,0,1,8.13
STU048931,Male,Engineering,0,5.6,5.5,5.9,0,1,9.35
STU048933,Male,Engineering,1,3.8,6,8.7,7,1,10.91
STU048937,Male,Engineering,2,8.4,8.4,8,1,1,13.56
STU048939,Other,Engineering,1,6.4,5.1,4.4,0,1,10.46
STU048940,Male,Engineering,2,2.5,3.6,3.7,21,1,16.49
STU048941,Female,Engineering,0,5.9,10,9.6,0,0,0
STU048944,Female,Engineering,3,2.1,5.6,5.9,5,1,12.42
STU048947,Female,Engineering,1,4.3,5.8,6.7,0,1,11.21
STU048950,Male,Engineering,0,8.1,9.7,10,27,1,11.47
STU048952,Female,Engineering,0,3.5,4.1,3.5,15,1,7.05
STU048954,Male,Engineering,2,4.2,4.3,1.3,0,0,0
STU048955,Male,Engineering,0,6.8,8.8,9.6,25,1,13.93
STU048961,Female,Engineering,4,4.2,7.2,7.7,28,1,14.33
STU048963,Female,Engineering,5,2.1,1.9,2.4,29,1,17.47
STU048965,Male,Engineering,2,3.4,4.1,3.9,0,1,9.53
STU048971,Female,Engineering,1,7,6.9,7.2,18,1,16.32
STU048975,Male,Engineering,2,3.3,5,4.7,0,1,9.5
STU048976,Female,Engineering,2,7.6,9.8,10,24,1,12.77
STU048977,Male,Engineering,1,6.2,7.3,6.5,0,1,10.87
STU048981,Female,Engineering,1,4.8,5.9,5.5,27,1,12.8
STU048982,Female,Engineering,0,4.9,4.6,5.6,0,1,8.64
STU048983,Male,Engineering,4,6.7,8.3,7.3,25,1,16.04
STU048988,Male,Engineering,3,8.9,10,9.5,0,1,12.59
STU048989,Female,Engineering,1,8.8,7.6,8.5,0,1,9.36
